Fecha,Precio
2022-07-01,33.76000000
2022-07-02,32.85000000
2022-07-03,33.36000000
2022-07-04,33.40000000
2022-07-05,36.71000000
2022-07-06,35.41000000
2022-07-07,37.04000000
2022-07-08,38.46000000
2022-07-09,38.12000000
2022-07-10,38.06000000
2022-07-11,36.71000000
2022-07-12,33.42000000
2022-07-13,32.69000000
2022-07-14,34.94000000
2022-07-15,37.14000000
