Fecha,Precio
2022-07-01,219.60000000
2022-07-02,216.90000000
2022-07-03,218.40000000
2022-07-04,219.20000000
2022-07-05,231.60000000
2022-07-06,230.80000000
2022-07-07,238.60000000
2022-07-08,241.40000000
2022-07-09,240.70000000
2022-07-10,243.30000000
2022-07-11,234.70000000
2022-07-12,225.70000000
2022-07-13,220.60000000
2022-07-14,230.50000000
2022-07-15,238.60000000
