Fecha,Precio
2022-07-01,1.04660000
2022-07-02,1.04350000
2022-07-03,1.04250000
2022-07-04,1.04360000
2022-07-05,1.04400000
2022-07-06,1.02750000
2022-07-07,1.01960000
2022-07-08,1.01770000
2022-07-09,1.01850000
2022-07-10,1.01810000
2022-07-11,1.01700000
2022-07-12,1.00500000
2022-07-13,1.00330000
2022-07-14,1.00350000
2022-07-15,1.00380000
