Fecha,Precio
2022-07-01,0.00145000
2022-07-02,0.00140300
2022-07-03,0.00140100
2022-07-04,0.00140600
2022-07-05,0.00146100
2022-07-06,0.00137200
2022-07-07,0.00143000
2022-07-08,0.00162700
2022-07-09,0.00158200
2022-07-10,0.00156800
2022-07-11,0.00148100
2022-07-12,0.00141900
2022-07-13,0.00156600
2022-07-14,0.00148200
2022-07-15,0.00155300
