Fecha,Precio
2022-07-01,0.45990000
2022-07-02,0.44870000
2022-07-03,0.45580000
2022-07-04,0.45600000
2022-07-05,0.46950000
2022-07-06,0.45710000
2022-07-07,0.46230000
2022-07-08,0.47750000
2022-07-09,0.46610000
2022-07-10,0.47810000
2022-07-11,0.46250000
2022-07-12,0.43470000
2022-07-13,0.41710000
2022-07-14,0.43830000
2022-07-15,0.44170000
