Fecha,Precio
2022-07-01,19942.21000000
2022-07-02,19279.80000000
2022-07-03,19252.82000000
2022-07-04,19315.83000000
2022-07-05,20236.71000000
2022-07-06,20175.84000000
2022-07-07,20564.51000000
2022-07-08,21624.99000000
2022-07-09,21594.75000000
2022-07-10,21592.15000000
2022-07-11,20861.11000000
2022-07-12,19963.61000000
2022-07-13,19331.28000000
2022-07-14,20234.87000000
2022-07-15,20588.84000000
