Fecha,Precio
2022-07-01,7.06000000
2022-07-02,6.75000000
2022-07-03,6.83000000
2022-07-04,6.86000000
2022-07-05,7.17000000
2022-07-06,6.84000000
2022-07-07,6.92000000
2022-07-08,7.30000000
2022-07-09,7.04000000
2022-07-10,7.25000000
2022-07-11,6.85000000
2022-07-12,6.53000000
2022-07-13,6.29000000
2022-07-14,6.47000000
2022-07-15,6.73000000
